experience_id,employee_id,agency_name,agency_name_normalized,project_name,project_role,discipline,project_type,location_state,year_start,year_end,is_recent_5yr,is_lead_role,contract_value_musd,evidence_quote,source_file_path,last_verified,verified_by,status,notes
EXP-01045,EMP-0193,MTA,MTA,,Project Manager,CM/CI,ITS,CT,,,Unknown,Unknown,,"[certifications] MTA-NYC Transit Authority Bus Command Center, Brooklyn, NY- Project Executive- Providing Construction Management Inspection Services for the 20,000 sf MTA-NYCT Bus Command Center (BCC",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\MASTER SprauR 3-31-2025.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01046,EMP-0193,NJ Transit,NJ Transit,,Project Manager,CM/CI,ITS,CT,,,Unknown,Unknown,,"[certifications] MTA-NYC Transit Authority Bus Command Center, Brooklyn, NY- Project Executive- Providing Construction Management Inspection Services for the 20,000 sf MTA-NYCT Bus Command Center (BCC",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\MASTER SprauR 3-31-2025.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01047,EMP-0193,NJTA/Turnpike,NJTA/Turnpike,,Project Manager,CM/CI,ITS,CT,,,Unknown,Unknown,,"[certifications] MTA-NYC Transit Authority Bus Command Center, Brooklyn, NY- Project Executive- Providing Construction Management Inspection Services for the 20,000 sf MTA-NYCT Bus Command Center (BCC",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\MASTER SprauR 3-31-2025.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01048,EMP-0193,PANYNJ,PANYNJ,,Project Manager,CM/CI,ITS,CT,,,Unknown,Unknown,,"[certifications] MTA-NYC Transit Authority Bus Command Center, Brooklyn, NY- Project Executive- Providing Construction Management Inspection Services for the 20,000 sf MTA-NYCT Bus Command Center (BCC",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\MASTER SprauR 3-31-2025.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01049,EMP-0193,USACE,USACE,,Project Manager,CM/CI,ITS,CT,,,Unknown,Unknown,,"[certifications] MTA-NYC Transit Authority Bus Command Center, Brooklyn, NY- Project Executive- Providing Construction Management Inspection Services for the 20,000 sf MTA-NYCT Bus Command Center (BCC",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\MASTER SprauR 3-31-2025.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01050,EMP-0193,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,ITS,CT,,,Unknown,Unknown,,"[certifications] MTA-NYC Transit Authority Bus Command Center, Brooklyn, NY- Project Executive- Providing Construction Management Inspection Services for the 20,000 sf MTA-NYCT Bus Command Center (BCC",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\MASTER SprauR 3-31-2025.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01051,EMP-0193,NJTA/Turnpike,NJTA/Turnpike,,Project Manager,CM/CI,ITS,CT,,,Unknown,Unknown,,"[certifications] MTA-NYC Transit Authority Bus Command Center, Brooklyn, NY- Project Executive- Providing Construction Management Inspection Services for the 20,000 sf MTA-NYCT Bus Command Center (BCC",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\MASTER SprauR 3-31-2025.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01052,EMP-0193,PANYNJ,PANYNJ,,Project Manager,CM/CI,ITS,CT,,,Unknown,Unknown,,"[certifications] MTA-NYC Transit Authority Bus Command Center, Brooklyn, NY- Project Executive- Providing Construction Management Inspection Services for the 20,000 sf MTA-NYCT Bus Command Center (BCC",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\MASTER SprauR 3-31-2025.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01053,EMP-0193,Port Authority,Port Authority,,Project Manager,CM/CI,ITS,CT,,,Unknown,Unknown,,"[certifications] MTA-NYC Transit Authority Bus Command Center, Brooklyn, NY- Project Executive- Providing Construction Management Inspection Services for the 20,000 sf MTA-NYCT Bus Command Center (BCC",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\MASTER SprauR 3-31-2025.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01054,EMP-0194,MTA,MTA,,Project Manager,CM/CI,construction management,NY,,,Unknown,Unknown,,"[experience_summary] MTA Metro-North Railroad (MTA MNR), Station Master’s Office, Fire Command Center Renovation and Construction Services for GCT/ESA Unified Trash Facility, New York, NY - Mechanical",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\02 FiakosJ_Resume_KSE.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01055,EMP-0195,MTA,MTA,,Project Manager,civil,,NY,,,Unknown,Unknown,,"[education] OSHA, 30-Hour Training",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\04 GravesandeD_Resume_KSE.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01056,EMP-0196,MTA,MTA,,Project Manager,,drainage,NJ,,,Unknown,Unknown,,"[experience_summary] Metropolitan Transportation Authority, Power Test, New York, NY – MSI. Mr. Velasquez was responsible for planning, preparing, and revising work schedules and duty assignments. His",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\11 VelasquezE_Resume_KSE.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01057,EMP-0196,PANYNJ,PANYNJ,,Project Manager,,drainage,NJ,,,Unknown,Unknown,,"[experience_summary] Metropolitan Transportation Authority, Power Test, New York, NY – MSI. Mr. Velasquez was responsible for planning, preparing, and revising work schedules and duty assignments. His",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\11 VelasquezE_Resume_KSE.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01058,EMP-0196,PANYNJ,PANYNJ,,Project Manager,,drainage,NJ,,,Unknown,Unknown,,"[experience_summary] Metropolitan Transportation Authority, Power Test, New York, NY – MSI. Mr. Velasquez was responsible for planning, preparing, and revising work schedules and duty assignments. His",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\11 VelasquezE_Resume_KSE.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01059,EMP-0196,Port Authority,Port Authority,,Project Manager,,drainage,NJ,,,Unknown,Unknown,,"[experience_summary] Metropolitan Transportation Authority, Power Test, New York, NY – MSI. Mr. Velasquez was responsible for planning, preparing, and revising work schedules and duty assignments. His",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\11 VelasquezE_Resume_KSE.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01060,EMP-0197,County/Municipal DOT,County/Municipal DOT,,Resident Engineer,CM/CI,construction management,CT,,,Unknown,Unknown,,"[experience_summary] MTA Construction and Development (MTA C&D), Consultant Construction Management and Inspection Services for the Mainline Track and Switch Rehabilitation, Phase II (Construction Con",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Ali Syed_FINAL.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01061,EMP-0197,MTA,MTA,,Resident Engineer,CM/CI,construction management,CT,,,Unknown,Unknown,,"[experience_summary] MTA Construction and Development (MTA C&D), Consultant Construction Management and Inspection Services for the Mainline Track and Switch Rehabilitation, Phase II (Construction Con",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Ali Syed_FINAL.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01062,EMP-0197,NJDOT,NJDOT,,Resident Engineer,CM/CI,construction management,CT,,,Unknown,Unknown,,"[experience_summary] MTA Construction and Development (MTA C&D), Consultant Construction Management and Inspection Services for the Mainline Track and Switch Rehabilitation, Phase II (Construction Con",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Ali Syed_FINAL.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01063,EMP-0197,NJTA/Turnpike,NJTA/Turnpike,,Resident Engineer,CM/CI,construction management,CT,,,Unknown,Unknown,,"[experience_summary] MTA Construction and Development (MTA C&D), Consultant Construction Management and Inspection Services for the Mainline Track and Switch Rehabilitation, Phase II (Construction Con",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Ali Syed_FINAL.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01064,EMP-0197,NYSDOT,NYSDOT,,Resident Engineer,CM/CI,construction management,CT,,,Unknown,Unknown,,"[experience_summary] MTA Construction and Development (MTA C&D), Consultant Construction Management and Inspection Services for the Mainline Track and Switch Rehabilitation, Phase II (Construction Con",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Ali Syed_FINAL.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01065,EMP-0197,PANYNJ,PANYNJ,,Resident Engineer,CM/CI,construction management,CT,,,Unknown,Unknown,,"[experience_summary] MTA Construction and Development (MTA C&D), Consultant Construction Management and Inspection Services for the Mainline Track and Switch Rehabilitation, Phase II (Construction Con",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Ali Syed_FINAL.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01066,EMP-0197,County/Municipal DOT,County/Municipal DOT,,Resident Engineer,CM/CI,construction management,CT,,,Unknown,Unknown,,"[experience_summary] MTA Construction and Development (MTA C&D), Consultant Construction Management and Inspection Services for the Mainline Track and Switch Rehabilitation, Phase II (Construction Con",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Ali Syed_FINAL.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01067,EMP-0197,NJTA/Turnpike,NJTA/Turnpike,,Resident Engineer,CM/CI,construction management,CT,,,Unknown,Unknown,,"[experience_summary] MTA Construction and Development (MTA C&D), Consultant Construction Management and Inspection Services for the Mainline Track and Switch Rehabilitation, Phase II (Construction Con",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Ali Syed_FINAL.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01068,EMP-0197,PANYNJ,PANYNJ,,Resident Engineer,CM/CI,construction management,CT,,,Unknown,Unknown,,"[experience_summary] MTA Construction and Development (MTA C&D), Consultant Construction Management and Inspection Services for the Mainline Track and Switch Rehabilitation, Phase II (Construction Con",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Ali Syed_FINAL.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01069,EMP-0197,Port Authority,Port Authority,,Resident Engineer,CM/CI,construction management,CT,,,Unknown,Unknown,,"[experience_summary] MTA Construction and Development (MTA C&D), Consultant Construction Management and Inspection Services for the Mainline Track and Switch Rehabilitation, Phase II (Construction Con",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Ali Syed_FINAL.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01070,EMP-0198,County/Municipal DOT,County/Municipal DOT,,Construction Manager,CM/CI,ITS,NY,,,Unknown,Unknown,,"[experience_summary] Mr. Schober is a qualified and licensed professional engineer in the state of New York, possessing more than 30 years of expertise in the areas of program management, construction",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\SchoberH_Master Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01071,EMP-0198,MTA,MTA,,Construction Manager,CM/CI,ITS,NY,,,Unknown,Unknown,,"[experience_summary] Mr. Schober is a qualified and licensed professional engineer in the state of New York, possessing more than 30 years of expertise in the areas of program management, construction",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\SchoberH_Master Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01072,EMP-0198,NYCDDC,NYCDDC,,Construction Manager,CM/CI,ITS,NY,,,Unknown,Unknown,,"[experience_summary] Mr. Schober is a qualified and licensed professional engineer in the state of New York, possessing more than 30 years of expertise in the areas of program management, construction",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\SchoberH_Master Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01073,EMP-0198,County/Municipal DOT,County/Municipal DOT,,Construction Manager,CM/CI,ITS,NY,,,Unknown,Unknown,,"[experience_summary] Mr. Schober is a qualified and licensed professional engineer in the state of New York, possessing more than 30 years of expertise in the areas of program management, construction",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\SchoberH_Master Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01074,EMP-0199,County/Municipal DOT,County/Municipal DOT,,Bridge Engineer,civil,drainage,NJ,,,Unknown,Unknown,,"[experience_summary] Construction Inspector (TA-TCI 2) and Highway Design Specialist, Traffic Planning & Design, Inc. Philadelphia, PA – On-Site Inspector for the Construction of Pedestrian Ramps with",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Harris-SalahuddinN_KSE Resume.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01075,EMP-0199,FAA,FAA,,Bridge Engineer,civil,drainage,NJ,,,Unknown,Unknown,,"[experience_summary] Construction Inspector (TA-TCI 2) and Highway Design Specialist, Traffic Planning & Design, Inc. Philadelphia, PA – On-Site Inspector for the Construction of Pedestrian Ramps with",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Harris-SalahuddinN_KSE Resume.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01076,EMP-0199,PennDOT,PennDOT,,Bridge Engineer,civil,drainage,NJ,,,Unknown,Unknown,,"[experience_summary] Construction Inspector (TA-TCI 2) and Highway Design Specialist, Traffic Planning & Design, Inc. Philadelphia, PA – On-Site Inspector for the Construction of Pedestrian Ramps with",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Harris-SalahuddinN_KSE Resume.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01077,EMP-0199,SEPTA,SEPTA,,Bridge Engineer,civil,drainage,NJ,,,Unknown,Unknown,,"[experience_summary] Construction Inspector (TA-TCI 2) and Highway Design Specialist, Traffic Planning & Design, Inc. Philadelphia, PA – On-Site Inspector for the Construction of Pedestrian Ramps with",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Harris-SalahuddinN_KSE Resume.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01078,EMP-0199,County/Municipal DOT,County/Municipal DOT,,Bridge Engineer,civil,drainage,NJ,,,Unknown,Unknown,,"[experience_summary] Construction Inspector (TA-TCI 2) and Highway Design Specialist, Traffic Planning & Design, Inc. Philadelphia, PA – On-Site Inspector for the Construction of Pedestrian Ramps with",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Harris-SalahuddinN_KSE Resume.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01079,EMP-0199,PennDOT,PennDOT,,Bridge Engineer,civil,drainage,NJ,,,Unknown,Unknown,,"[experience_summary] Construction Inspector (TA-TCI 2) and Highway Design Specialist, Traffic Planning & Design, Inc. Philadelphia, PA – On-Site Inspector for the Construction of Pedestrian Ramps with",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Harris-SalahuddinN_KSE Resume.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01080,EMP-0200,County/Municipal DOT,County/Municipal DOT,,Bridge Engineer,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] MTA Construction & Development, Communications Based Train Control Program- Construction Inspector providing Construction Management and Inspection services for WSP-USA as part of",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\D.Nieto - General Construction Inspector.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01081,EMP-0200,MTA,MTA,,Bridge Engineer,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] MTA Construction & Development, Communications Based Train Control Program- Construction Inspector providing Construction Management and Inspection services for WSP-USA as part of",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\D.Nieto - General Construction Inspector.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01082,EMP-0200,PANYNJ,PANYNJ,,Bridge Engineer,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] MTA Construction & Development, Communications Based Train Control Program- Construction Inspector providing Construction Management and Inspection services for WSP-USA as part of",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\D.Nieto - General Construction Inspector.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01083,EMP-0200,County/Municipal DOT,County/Municipal DOT,,Bridge Engineer,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] MTA Construction & Development, Communications Based Train Control Program- Construction Inspector providing Construction Management and Inspection services for WSP-USA as part of",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\D.Nieto - General Construction Inspector.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01084,EMP-0200,PANYNJ,PANYNJ,,Bridge Engineer,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] MTA Construction & Development, Communications Based Train Control Program- Construction Inspector providing Construction Management and Inspection services for WSP-USA as part of",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\D.Nieto - General Construction Inspector.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01085,EMP-0200,Port Authority,Port Authority,,Bridge Engineer,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] MTA Construction & Development, Communications Based Train Control Program- Construction Inspector providing Construction Management and Inspection services for WSP-USA as part of",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\D.Nieto - General Construction Inspector.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01086,EMP-0201,County/Municipal DOT,County/Municipal DOT,,Bridge Engineer,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,[experience_summary] MTA – Coney Island Yard Complex- Construction Inspector providing Construction Management and Inspection services for WSP-USA as part of the Construction Consultant Management (CC,C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master NietoD.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01087,EMP-0201,MTA,MTA,,Bridge Engineer,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,[experience_summary] MTA – Coney Island Yard Complex- Construction Inspector providing Construction Management and Inspection services for WSP-USA as part of the Construction Consultant Management (CC,C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master NietoD.docx,2025-08-15,AutoSeed,Needs Review,
