experience_id,employee_id,agency_name,agency_name_normalized,project_name,project_role,discipline,project_type,location_state,year_start,year_end,is_recent_5yr,is_lead_role,contract_value_musd,evidence_quote,source_file_path,last_verified,verified_by,status,notes
EXP-00979,EMP-0183,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,ITS,DE,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Construction Quality Assurance (QA) and Construction Engineering and Inspection (CEI) Services for the Goethals Bridge Replacem",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Lahdo-AbdiS.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00980,EMP-0183,PANYNJ,PANYNJ,,Project Manager,CM/CI,ITS,DE,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Construction Quality Assurance (QA) and Construction Engineering and Inspection (CEI) Services for the Goethals Bridge Replacem",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Lahdo-AbdiS.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00981,EMP-0183,Port Authority,Port Authority,,Project Manager,CM/CI,ITS,DE,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Construction Quality Assurance (QA) and Construction Engineering and Inspection (CEI) Services for the Goethals Bridge Replacem",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Lahdo-AbdiS.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00982,EMP-0184,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,QA/QC,CT,,,Unknown,Unknown,,"[experience_summary] MTA Bridges and Tunnels, Contract CB-18, Design-Build Services for Replacement of Fender Systems and Scour Protection at the Cross Bay Veterans Memorial Bridge and Replacement of ",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master LeeC.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00983,EMP-0184,MTA,MTA,,Project Manager,CM/CI,QA/QC,CT,,,Unknown,Unknown,,"[experience_summary] MTA Bridges and Tunnels, Contract CB-18, Design-Build Services for Replacement of Fender Systems and Scour Protection at the Cross Bay Veterans Memorial Bridge and Replacement of ",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master LeeC.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00984,EMP-0184,NYCDDC,NYCDDC,,Project Manager,CM/CI,QA/QC,CT,,,Unknown,Unknown,,"[experience_summary] MTA Bridges and Tunnels, Contract CB-18, Design-Build Services for Replacement of Fender Systems and Scour Protection at the Cross Bay Veterans Memorial Bridge and Replacement of ",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master LeeC.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00985,EMP-0184,NYCDOT,NYCDOT,,Project Manager,CM/CI,QA/QC,CT,,,Unknown,Unknown,,"[experience_summary] MTA Bridges and Tunnels, Contract CB-18, Design-Build Services for Replacement of Fender Systems and Scour Protection at the Cross Bay Veterans Memorial Bridge and Replacement of ",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master LeeC.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00986,EMP-0184,PANYNJ,PANYNJ,,Project Manager,CM/CI,QA/QC,CT,,,Unknown,Unknown,,"[experience_summary] MTA Bridges and Tunnels, Contract CB-18, Design-Build Services for Replacement of Fender Systems and Scour Protection at the Cross Bay Veterans Memorial Bridge and Replacement of ",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master LeeC.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00987,EMP-0184,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,QA/QC,CT,,,Unknown,Unknown,,"[experience_summary] MTA Bridges and Tunnels, Contract CB-18, Design-Build Services for Replacement of Fender Systems and Scour Protection at the Cross Bay Veterans Memorial Bridge and Replacement of ",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master LeeC.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00988,EMP-0184,PANYNJ,PANYNJ,,Project Manager,CM/CI,QA/QC,CT,,,Unknown,Unknown,,"[experience_summary] MTA Bridges and Tunnels, Contract CB-18, Design-Build Services for Replacement of Fender Systems and Scour Protection at the Cross Bay Veterans Memorial Bridge and Replacement of ",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master LeeC.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00989,EMP-0184,Port Authority,Port Authority,,Project Manager,CM/CI,QA/QC,CT,,,Unknown,Unknown,,"[experience_summary] MTA Bridges and Tunnels, Contract CB-18, Design-Build Services for Replacement of Fender Systems and Scour Protection at the Cross Bay Veterans Memorial Bridge and Replacement of ",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master LeeC.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00990,EMP-0185,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,ADA curb ramps,DE,,,Unknown,Unknown,,"[experience_summary] Pennsylvania Department of Transportation (PennDOT) Mill Road Bridge over East Branch of the Conestoga River, Berks County, PA - Project Surveyor for final design and construction",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master SchaefferP.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00991,EMP-0185,NJ Transit,NJ Transit,,Project Manager,CM/CI,ADA curb ramps,DE,,,Unknown,Unknown,,"[experience_summary] Pennsylvania Department of Transportation (PennDOT) Mill Road Bridge over East Branch of the Conestoga River, Berks County, PA - Project Surveyor for final design and construction",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master SchaefferP.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00992,EMP-0185,NJDOT,NJDOT,,Project Manager,CM/CI,ADA curb ramps,DE,,,Unknown,Unknown,,"[experience_summary] Pennsylvania Department of Transportation (PennDOT) Mill Road Bridge over East Branch of the Conestoga River, Berks County, PA - Project Surveyor for final design and construction",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master SchaefferP.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00993,EMP-0185,NJTA/Turnpike,NJTA/Turnpike,,Project Manager,CM/CI,ADA curb ramps,DE,,,Unknown,Unknown,,"[experience_summary] Pennsylvania Department of Transportation (PennDOT) Mill Road Bridge over East Branch of the Conestoga River, Berks County, PA - Project Surveyor for final design and construction",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master SchaefferP.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00994,EMP-0185,NYSDOT,NYSDOT,,Project Manager,CM/CI,ADA curb ramps,DE,,,Unknown,Unknown,,"[experience_summary] Pennsylvania Department of Transportation (PennDOT) Mill Road Bridge over East Branch of the Conestoga River, Berks County, PA - Project Surveyor for final design and construction",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master SchaefferP.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00995,EMP-0185,PANYNJ,PANYNJ,,Project Manager,CM/CI,ADA curb ramps,DE,,,Unknown,Unknown,,"[experience_summary] Pennsylvania Department of Transportation (PennDOT) Mill Road Bridge over East Branch of the Conestoga River, Berks County, PA - Project Surveyor for final design and construction",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master SchaefferP.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00996,EMP-0185,PennDOT,PennDOT,,Project Manager,CM/CI,ADA curb ramps,DE,,,Unknown,Unknown,,"[experience_summary] Pennsylvania Department of Transportation (PennDOT) Mill Road Bridge over East Branch of the Conestoga River, Berks County, PA - Project Surveyor for final design and construction",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master SchaefferP.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00997,EMP-0185,USACE,USACE,,Project Manager,CM/CI,ADA curb ramps,DE,,,Unknown,Unknown,,"[experience_summary] Pennsylvania Department of Transportation (PennDOT) Mill Road Bridge over East Branch of the Conestoga River, Berks County, PA - Project Surveyor for final design and construction",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master SchaefferP.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00998,EMP-0185,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,ADA curb ramps,DE,,,Unknown,Unknown,,"[experience_summary] Pennsylvania Department of Transportation (PennDOT) Mill Road Bridge over East Branch of the Conestoga River, Berks County, PA - Project Surveyor for final design and construction",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master SchaefferP.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00999,EMP-0185,NJTA/Turnpike,NJTA/Turnpike,,Project Manager,CM/CI,ADA curb ramps,DE,,,Unknown,Unknown,,"[experience_summary] Pennsylvania Department of Transportation (PennDOT) Mill Road Bridge over East Branch of the Conestoga River, Berks County, PA - Project Surveyor for final design and construction",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master SchaefferP.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01000,EMP-0185,PANYNJ,PANYNJ,,Project Manager,CM/CI,ADA curb ramps,DE,,,Unknown,Unknown,,"[experience_summary] Pennsylvania Department of Transportation (PennDOT) Mill Road Bridge over East Branch of the Conestoga River, Berks County, PA - Project Surveyor for final design and construction",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master SchaefferP.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01001,EMP-0185,PennDOT,PennDOT,,Project Manager,CM/CI,ADA curb ramps,DE,,,Unknown,Unknown,,"[experience_summary] Pennsylvania Department of Transportation (PennDOT) Mill Road Bridge over East Branch of the Conestoga River, Berks County, PA - Project Surveyor for final design and construction",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master SchaefferP.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01002,EMP-0185,Port Authority,Port Authority,,Project Manager,CM/CI,ADA curb ramps,DE,,,Unknown,Unknown,,"[experience_summary] Pennsylvania Department of Transportation (PennDOT) Mill Road Bridge over East Branch of the Conestoga River, Berks County, PA - Project Surveyor for final design and construction",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master SchaefferP.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01003,EMP-0186,County/Municipal DOT,County/Municipal DOT,,Project Manager,civil,QA/QC,DE,,,Unknown,Unknown,,"[experience_summary] NYCDOT, BRX9579, Resident Engineering Inspection Services in Connection with Rehabilitation of Boston Road Bridge over Hutchinson River, Bronx, NY – Resident Engineer on this $8.5",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_AmouzegarH.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01004,EMP-0186,NYCDDC,NYCDDC,,Project Manager,civil,QA/QC,DE,,,Unknown,Unknown,,"[experience_summary] NYCDOT, BRX9579, Resident Engineering Inspection Services in Connection with Rehabilitation of Boston Road Bridge over Hutchinson River, Bronx, NY – Resident Engineer on this $8.5",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_AmouzegarH.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01005,EMP-0186,NYCDOT,NYCDOT,,Project Manager,civil,QA/QC,DE,,,Unknown,Unknown,,"[experience_summary] NYCDOT, BRX9579, Resident Engineering Inspection Services in Connection with Rehabilitation of Boston Road Bridge over Hutchinson River, Bronx, NY – Resident Engineer on this $8.5",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_AmouzegarH.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01006,EMP-0186,County/Municipal DOT,County/Municipal DOT,,Project Manager,civil,QA/QC,DE,,,Unknown,Unknown,,"[experience_summary] NYCDOT, BRX9579, Resident Engineering Inspection Services in Connection with Rehabilitation of Boston Road Bridge over Hutchinson River, Bronx, NY – Resident Engineer on this $8.5",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_AmouzegarH.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01007,EMP-0187,Amtrak,Amtrak,,Project Manager,CM/CI,QA/QC,CT,,,Unknown,Unknown,,"[experience_summary] MTA Metro-North Railroad (MTA MNR), Resident Engineering and Inspection Services for Various Grand Central Terminal Projects, Manhattan, NY - Resident Engineer provided constructi",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_ChanD_KSE Resume.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01008,EMP-0187,MTA,MTA,,Project Manager,CM/CI,QA/QC,CT,,,Unknown,Unknown,,"[experience_summary] MTA Metro-North Railroad (MTA MNR), Resident Engineering and Inspection Services for Various Grand Central Terminal Projects, Manhattan, NY - Resident Engineer provided constructi",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_ChanD_KSE Resume.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01009,EMP-0187,NYCDOT,NYCDOT,,Project Manager,CM/CI,QA/QC,CT,,,Unknown,Unknown,,"[experience_summary] MTA Metro-North Railroad (MTA MNR), Resident Engineering and Inspection Services for Various Grand Central Terminal Projects, Manhattan, NY - Resident Engineer provided constructi",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_ChanD_KSE Resume.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01010,EMP-0187,NYSDOT,NYSDOT,,Project Manager,CM/CI,QA/QC,CT,,,Unknown,Unknown,,"[experience_summary] MTA Metro-North Railroad (MTA MNR), Resident Engineering and Inspection Services for Various Grand Central Terminal Projects, Manhattan, NY - Resident Engineer provided constructi",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_ChanD_KSE Resume.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01011,EMP-0187,PANYNJ,PANYNJ,,Project Manager,CM/CI,QA/QC,CT,,,Unknown,Unknown,,"[experience_summary] MTA Metro-North Railroad (MTA MNR), Resident Engineering and Inspection Services for Various Grand Central Terminal Projects, Manhattan, NY - Resident Engineer provided constructi",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_ChanD_KSE Resume.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01012,EMP-0187,PANYNJ,PANYNJ,,Project Manager,CM/CI,QA/QC,CT,,,Unknown,Unknown,,"[experience_summary] MTA Metro-North Railroad (MTA MNR), Resident Engineering and Inspection Services for Various Grand Central Terminal Projects, Manhattan, NY - Resident Engineer provided constructi",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_ChanD_KSE Resume.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01013,EMP-0187,Port Authority,Port Authority,,Project Manager,CM/CI,QA/QC,CT,,,Unknown,Unknown,,"[experience_summary] MTA Metro-North Railroad (MTA MNR), Resident Engineering and Inspection Services for Various Grand Central Terminal Projects, Manhattan, NY - Resident Engineer provided constructi",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_ChanD_KSE Resume.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01014,EMP-0188,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,ITS,NJ,,,Unknown,Unknown,,[experience_summary] NYCEDC (New York City Economic Development Corporation) On Call Special Inspection. Senior inspector: Senior Inspector for special inspection and material testing services as part,C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\MishraG_KS resume.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01015,EMP-0188,MTA,MTA,,Project Manager,CM/CI,ITS,NJ,,,Unknown,Unknown,,[experience_summary] NYCEDC (New York City Economic Development Corporation) On Call Special Inspection. Senior inspector: Senior Inspector for special inspection and material testing services as part,C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\MishraG_KS resume.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01016,EMP-0188,NYCDDC,NYCDDC,,Project Manager,CM/CI,ITS,NJ,,,Unknown,Unknown,,[experience_summary] NYCEDC (New York City Economic Development Corporation) On Call Special Inspection. Senior inspector: Senior Inspector for special inspection and material testing services as part,C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\MishraG_KS resume.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01017,EMP-0188,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,ITS,NJ,,,Unknown,Unknown,,[experience_summary] NYCEDC (New York City Economic Development Corporation) On Call Special Inspection. Senior inspector: Senior Inspector for special inspection and material testing services as part,C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\MishraG_KS resume.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01018,EMP-0189,County/Municipal DOT,County/Municipal DOT,,,CM/CI,construction management,NY,,,Unknown,Unknown,,"[experience_summary] JFK NTO, LLC, Special Inspection Services for the New Terminal One at John F. Kennedy International Airport, Queens, NY - Special Inspector. Provided special inspection services f",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\MonegroK_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01019,EMP-0189,County/Municipal DOT,County/Municipal DOT,,,CM/CI,construction management,NY,,,Unknown,Unknown,,"[experience_summary] JFK NTO, LLC, Special Inspection Services for the New Terminal One at John F. Kennedy International Airport, Queens, NY - Special Inspector. Provided special inspection services f",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\MonegroK_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01020,EMP-0190,County/Municipal DOT,County/Municipal DOT,,Resident Engineer,civil,QA/QC,DE,,,Unknown,Unknown,,"[experience_summary] PANYNJ, JFK NTO, LLC, Special Inspection Services for the New Terminal One at John F. Kennedy International Airport, Queens, NY - Special Inspector. Provided special inspection se",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\DiazM_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01021,EMP-0190,PANYNJ,PANYNJ,,Resident Engineer,civil,QA/QC,DE,,,Unknown,Unknown,,"[experience_summary] PANYNJ, JFK NTO, LLC, Special Inspection Services for the New Terminal One at John F. Kennedy International Airport, Queens, NY - Special Inspector. Provided special inspection se",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\DiazM_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01022,EMP-0190,County/Municipal DOT,County/Municipal DOT,,Resident Engineer,civil,QA/QC,DE,,,Unknown,Unknown,,"[experience_summary] PANYNJ, JFK NTO, LLC, Special Inspection Services for the New Terminal One at John F. Kennedy International Airport, Queens, NY - Special Inspector. Provided special inspection se",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\DiazM_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01023,EMP-0190,PANYNJ,PANYNJ,,Resident Engineer,civil,QA/QC,DE,,,Unknown,Unknown,,"[experience_summary] PANYNJ, JFK NTO, LLC, Special Inspection Services for the New Terminal One at John F. Kennedy International Airport, Queens, NY - Special Inspector. Provided special inspection se",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\DiazM_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01024,EMP-0190,Port Authority,Port Authority,,Resident Engineer,civil,QA/QC,DE,,,Unknown,Unknown,,"[experience_summary] PANYNJ, JFK NTO, LLC, Special Inspection Services for the New Terminal One at John F. Kennedy International Airport, Queens, NY - Special Inspector. Provided special inspection se",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\DiazM_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01025,EMP-0191,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] New Jersey Turnpike Authority (NJTA), Roadway Lighting Rehabilitation, New Jersey Turnpike Interchanges 7A and 8A, Mercer and Middlesex Counties, NJ - Resident Engineer for this $",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Abdalla Ashraf M.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01026,EMP-0191,NJTA/Turnpike,NJTA/Turnpike,,Project Manager,CM/CI,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] New Jersey Turnpike Authority (NJTA), Roadway Lighting Rehabilitation, New Jersey Turnpike Interchanges 7A and 8A, Mercer and Middlesex Counties, NJ - Resident Engineer for this $",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Abdalla Ashraf M.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01027,EMP-0191,PANYNJ,PANYNJ,,Project Manager,CM/CI,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] New Jersey Turnpike Authority (NJTA), Roadway Lighting Rehabilitation, New Jersey Turnpike Interchanges 7A and 8A, Mercer and Middlesex Counties, NJ - Resident Engineer for this $",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Abdalla Ashraf M.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01028,EMP-0191,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] New Jersey Turnpike Authority (NJTA), Roadway Lighting Rehabilitation, New Jersey Turnpike Interchanges 7A and 8A, Mercer and Middlesex Counties, NJ - Resident Engineer for this $",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Abdalla Ashraf M.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01029,EMP-0191,NJTA/Turnpike,NJTA/Turnpike,,Project Manager,CM/CI,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] New Jersey Turnpike Authority (NJTA), Roadway Lighting Rehabilitation, New Jersey Turnpike Interchanges 7A and 8A, Mercer and Middlesex Counties, NJ - Resident Engineer for this $",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Abdalla Ashraf M.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01030,EMP-0191,PANYNJ,PANYNJ,,Project Manager,CM/CI,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] New Jersey Turnpike Authority (NJTA), Roadway Lighting Rehabilitation, New Jersey Turnpike Interchanges 7A and 8A, Mercer and Middlesex Counties, NJ - Resident Engineer for this $",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Abdalla Ashraf M.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01031,EMP-0191,Port Authority,Port Authority,,Project Manager,CM/CI,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] New Jersey Turnpike Authority (NJTA), Roadway Lighting Rehabilitation, New Jersey Turnpike Interchanges 7A and 8A, Mercer and Middlesex Counties, NJ - Resident Engineer for this $",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Abdalla Ashraf M.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01032,EMP-0192,Amtrak,Amtrak,,,civil,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Performance of Expert Professional Services for the Advancement of Conceptual Design with Option for “As-Needed” Technical Advi",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Suli Vangjel.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01033,EMP-0192,County/Municipal DOT,County/Municipal DOT,,,civil,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Performance of Expert Professional Services for the Advancement of Conceptual Design with Option for “As-Needed” Technical Advi",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Suli Vangjel.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01034,EMP-0192,MTA,MTA,,,civil,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Performance of Expert Professional Services for the Advancement of Conceptual Design with Option for “As-Needed” Technical Advi",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Suli Vangjel.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01035,EMP-0192,NJ Transit,NJ Transit,,,civil,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Performance of Expert Professional Services for the Advancement of Conceptual Design with Option for “As-Needed” Technical Advi",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Suli Vangjel.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01036,EMP-0192,NJDOT,NJDOT,,,civil,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Performance of Expert Professional Services for the Advancement of Conceptual Design with Option for “As-Needed” Technical Advi",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Suli Vangjel.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01037,EMP-0192,NJTA/Turnpike,NJTA/Turnpike,,,civil,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Performance of Expert Professional Services for the Advancement of Conceptual Design with Option for “As-Needed” Technical Advi",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Suli Vangjel.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01038,EMP-0192,NYSDOT,NYSDOT,,,civil,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Performance of Expert Professional Services for the Advancement of Conceptual Design with Option for “As-Needed” Technical Advi",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Suli Vangjel.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01039,EMP-0192,PANYNJ,PANYNJ,,,civil,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Performance of Expert Professional Services for the Advancement of Conceptual Design with Option for “As-Needed” Technical Advi",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Suli Vangjel.docx,2025-08-15,AutoSeed,Needs Review,
EXP-01040,EMP-0192,County/Municipal DOT,County/Municipal DOT,,,civil,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Performance of Expert Professional Services for the Advancement of Conceptual Design with Option for “As-Needed” Technical Advi",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Suli Vangjel.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01041,EMP-0192,NJTA/Turnpike,NJTA/Turnpike,,,civil,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Performance of Expert Professional Services for the Advancement of Conceptual Design with Option for “As-Needed” Technical Advi",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Suli Vangjel.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01042,EMP-0192,PANYNJ,PANYNJ,,,civil,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Performance of Expert Professional Services for the Advancement of Conceptual Design with Option for “As-Needed” Technical Advi",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Suli Vangjel.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01043,EMP-0192,Port Authority,Port Authority,,,civil,ITS,NJ,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Performance of Expert Professional Services for the Advancement of Conceptual Design with Option for “As-Needed” Technical Advi",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Suli Vangjel.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-01044,EMP-0193,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,ITS,CT,,,Unknown,Unknown,,"[certifications] MTA-NYC Transit Authority Bus Command Center, Brooklyn, NY- Project Executive- Providing Construction Management Inspection Services for the 20,000 sf MTA-NYCT Bus Command Center (BCC",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\MASTER SprauR 3-31-2025.docx,2025-08-15,AutoSeed,Needs Review,
